"subject" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()"
27 "SITTING" 0.27269785255984 -0.0144155329416489 -0.104900525040691 -0.982818848617021 -0.938870504944149 -0.942659717178192 0.860378545159574 0.150357950669074 0.189391776936702 -0.976620695851064 -0.95876375837766 -0.946837434805851 0.0741742984208245 0.00789422523670479 0.00156554653264149 -0.986214330345745 -0.976275115664894 -0.98354015912234 -0.0384736118321968 -0.0747422712619681 0.070296510025 -0.983330485265957 -0.970127060265957 -0.961449753510638 -0.0952912501010638 -0.0395944091772181 -0.0495992760428191 -0.986169632340426 -0.987523745718085 -0.985609304095745 -0.95649032837766 -0.941232002933511 -0.95649032837766 -0.941232002933511 -0.983927535824468 -0.981208661542553 -0.946656955797872 -0.954919917207447 -0.988917556515957 -0.985835820744681 -0.983134391489362 -0.951540494521277 -0.958983938329787 -0.982860612819149 -0.936526785255319 -0.938478846412766 -0.986282853138298 -0.976466498962766 -0.980782673297872 -0.987440525079787 -0.977838904441489 -0.984967829574468 -0.979359890212766 -0.974991839946808 -0.964061010930851 -0.984654203005319 -0.967844286595745 -0.964258208324468 -0.954195585779255 -0.943691446789894 -0.980698740212766 -0.980832620558511 -0.967051633005319 -0.955241928696808 -0.986416520398936
28 "SITTING" 0.273771574067961 -0.0139262465587379 -0.106533075558252 -0.983670221165049 -0.925416569213592 -0.933793007970874 0.869030777038835 0.13060366217068 0.11687322841068 -0.97971319368932 -0.94969091131068 -0.947674770048544 0.0769786184131068 0.00235327065543689 -0.000787725341087379 -0.985710590339806 -0.974570114271845 -0.98137845223301 -0.0424966455776699 -0.0439654984428641 0.0765172561083981 -0.978856608495146 -0.962109516262136 -0.955562318883495 -0.0944148477427185 -0.044901179524466 -0.0520144437427184 -0.984831537864078 -0.98535775276699 -0.983751101067961 -0.951621505873786 -0.932671205339806 -0.951621505873786 -0.932671205339806 -0.982999327815534 -0.977490038203883 -0.937007495436893 -0.944534648252427 -0.987650469660194 -0.98254884315534 -0.983512737912621 -0.941863034495146 -0.953689665436893 -0.983832839660194 -0.922242585228155 -0.928821444495146 -0.985879936407767 -0.974870586407767 -0.97877462907767 -0.986855484902913 -0.976111230097087 -0.982592356359223 -0.975159400533981 -0.968869576116505 -0.959203952135922 -0.980166988300971 -0.958980080631068 -0.958725737864078 -0.946648017029126 -0.935967018009709 -0.977705320970874 -0.976156928640777 -0.959644092718447 -0.944974954805825 -0.983460805485437
2 "STANDING" 0.27889433307947 -0.0175943529835099 -0.104124545000662 -0.983433242350993 -0.931114659701987 -0.937656697350993 0.942623040596027 -0.159729602702318 0.00643057265245033 -0.987795128112583 -0.967238375529801 -0.94765186839404 0.0760214844410596 0.00851642153893709 -0.00403183132497351 -0.978323465960265 -0.963937175695364 -0.978460389668874 -0.0259575826071192 -0.0675036805683113 0.0827524329155629 -0.949357414039735 -0.95931322218543 -0.953348635397351 -0.0962504822880795 -0.0429108142950331 -0.051186555281755 -0.968103078245033 -0.978412746059603 -0.973237764470199 -0.951356050993378 -0.943732686629139 -0.951356050993378 -0.943732686629139 -0.975943531821192 -0.970243278940397 -0.942515151456954 -0.934075180960265 -0.977345354172185 -0.972571085728477 -0.980343420993377 -0.942254347251656 -0.955520003178808 -0.985073018344371 -0.929633090291391 -0.933100834370861 -0.978591901125828 -0.963883285198675 -0.975103978278146 -0.980109906390728 -0.966790938443709 -0.980486193211921 -0.946856364238411 -0.963237042450331 -0.953641383046358 -0.950818867417219 -0.957642784602649 -0.957657507317881 -0.953611445364238 -0.947134393415232 -0.969977788807947 -0.969634123443709 -0.949571824768212 -0.936053225397351 -0.973678871821192
4 "STANDING" 0.27889560725552 -0.0153931042547634 -0.105063555825174 -0.980562841419558 -0.922139831955836 -0.928993859012618 0.939443809810726 -0.190776420674763 -0.00705881159242902 -0.983832906624606 -0.962857802113565 -0.944233374384858 0.0738021536426183 0.00735205686138801 -0.00754926546444164 -0.976585790157729 -0.960275661735016 -0.977537230567823 -0.0293365131310095 -0.0634556933862145 0.0763563951104101 -0.927890851167192 -0.950504960788644 -0.947655371892745 -0.102554349165931 -0.0423098912700315 -0.0513618782266246 -0.959470564826498 -0.975329330536278 -0.972693717097792 -0.945406360757098 -0.936802088201893 -0.945406360757098 -0.936802088201893 -0.974249410757098 -0.96736544977918 -0.924171366656151 -0.905867526876972 -0.973779129179811 -0.966328338170347 -0.97745850488959 -0.934949622776025 -0.9513716670347 -0.982105625205047 -0.92047439344795 -0.923081714574132 -0.976475752902208 -0.9602968570347 -0.973756665236593 -0.978943752776025 -0.963319787129338 -0.98006748318612 -0.927208757223975 -0.956133110315457 -0.949616660094637 -0.929453927728707 -0.948012294227129 -0.95199980555205 -0.948687902113565 -0.940137844984227 -0.967190285646688 -0.966700509747634 -0.932338670189274 -0.906532980662461 -0.968025197129338
9 "STANDING" 0.278875601805556 -0.0160163714110694 -0.107668977909028 -0.986505071180556 -0.930533578958333 -0.939088390972222 0.947098612881944 -0.177716746819097 0.00106691956434028 -0.990841330381944 -0.970355839166667 -0.955499577708333 0.0756217246152778 0.009364747492 -0.00456155313439583 -0.981890782986111 -0.964775965 -0.979188682430556 -0.0271488749572917 -0.0692029690939236 0.083362662125 -0.941890216493056 -0.963696468229167 -0.959061697152778 -0.101358494422222 -0.0418491072715278 -0.0538734188479167 -0.964784811840278 -0.98202416125 -0.979289407534722 -0.953705410347222 -0.948051979965278 -0.953705410347222 -0.948051979965278 -0.977281749618056 -0.9737047640625 -0.941088068263889 -0.928228177465278 -0.978879575972222 -0.974884960208333 -0.983786841597222 -0.942533853402778 -0.956534947361111 -0.987875603611111 -0.928683719513889 -0.934752982013889 -0.982008895034722 -0.964797769583333 -0.975732102256944 -0.983451441180556 -0.96742018875 -0.981346117777778 -0.938953214270833 -0.967503518159722 -0.960883191666667 -0.943656957326389 -0.961914660173611 -0.962324147326389 -0.957837991354167 -0.950703713993056 -0.973093493611111 -0.973483383680556 -0.947116457604167 -0.929254879027778 -0.975935215625
10 "STANDING" 0.278051355208333 -0.01734880705625 -0.107241090826042 -0.9872502203125 -0.9368690059375 -0.941575434583333 0.947607813020833 -0.19025773065625 0.000198625873958333 -0.992869244791667 -0.9732342778125 -0.961241700104167 0.0757285141041667 0.00882964940177083 -0.00174621128841667 -0.9807153190625 -0.965179344583333 -0.976044901041667 -0.0259563819957292 -0.0765621834385417 0.0838095106458333 -0.952302493333333 -0.963107239583333 -0.962628898645833 -0.096569012575 -0.0401463811979167 -0.0540338066979167 -0.970480459791667 -0.978274650416667 -0.979410326354167 -0.959066370104167 -0.946234946145833 -0.959066370104167 -0.946234946145833 -0.978005346041667 -0.968143216666667 -0.952553476666667 -0.932241575625 -0.9809660859375 -0.9704999628125 -0.9842004409375 -0.946233273854167 -0.955118577604167 -0.988807288020833 -0.935712765520833 -0.938615674166667 -0.980757761666667 -0.96596708375 -0.971939808229167 -0.982527016458333 -0.966892957604167 -0.978934922291667 -0.950575929895833 -0.965701895625 -0.963848546145833 -0.9535414571875 -0.962312596458333 -0.965669581354167 -0.954296899791667 -0.949915350625 -0.9689195671875 -0.966095946458333 -0.949734310416667 -0.933525911979167 -0.972237463333333
28 "STANDING" 0.278976919488636 -0.0157432857892045 -0.108242776713761 -0.982101520284091 -0.925960880113636 -0.935547630625 0.943376012272727 -0.181279509096591 -0.0604812551028409 -0.990562334431818 -0.971859583409091 -0.953723840227273 0.0749001252380114 0.0111542846280966 -0.00151828705677841 -0.976554086420454 -0.959873495738636 -0.977601622840909 -0.0269502935561932 -0.0716274694715909 0.0796993074232955 -0.942187568522727 -0.958129447329545 -0.954743096534091 -0.0986457930159091 -0.0434726520965909 -0.0523272984823864 -0.965681467045455 -0.979792075454545 -0.976924723863636 -0.950702528295455 -0.943223790170455 -0.950702528295455 -0.943223790170455 -0.974227676534091 -0.966183080056818 -0.93989517875 -0.930617073238636 -0.977964538863636 -0.973848379772727 -0.978722336761364 -0.939284799602273 -0.955290413977273 -0.983703477613636 -0.923714846477273 -0.930571200227273 -0.976881071306818 -0.960952291704545 -0.974470462215909 -0.978398931761364 -0.961704430909091 -0.979375990795455 -0.942090961931818 -0.963363269261364 -0.957029471761364 -0.943139573693182 -0.955672663693182 -0.958257915738636 -0.95339955875 -0.946311175909091 -0.966148417556818 -0.965253351761364 -0.94962187375 -0.930942015056818 -0.975590184659091
29 "STANDING" 0.281657616976744 -0.0149643468335174 -0.106292761068895 -0.985082997761628 -0.93992070630814 -0.945459608866279 0.937790975377907 -0.195530163524012 -0.0214431366949596 -0.985043447209302 -0.96779901755814 -0.95245674122093 0.0739447147790698 0.00646436510810174 -0.00678051244319767 -0.982855257412791 -0.970081005523256 -0.982350682819767 -0.0240898341947384 -0.0676449436247093 0.0771808237555233 -0.961099633895349 -0.969450137267442 -0.965383392965116 -0.0998425408488372 -0.0417722559636628 -0.0531956178555233 -0.974370384767442 -0.984455416133721 -0.980862384854651 -0.958727194796512 -0.949800217703488 -0.958727194796512 -0.949800217703488 -0.980614507587209 -0.976570220377907 -0.954431196773256 -0.946954864011628 -0.983135260523256 -0.97991725877907 -0.983146255959302 -0.949712291598837 -0.961068926104651 -0.986120453488372 -0.938504565258721 -0.941410165436046 -0.982677865436047 -0.970215903343023 -0.979412932093023 -0.984694338982558 -0.972183641860465 -0.983968560232558 -0.957790453226744 -0.972428923052326 -0.96564958627907 -0.962568463546512 -0.968068235174419 -0.968525218168605 -0.959297718052326 -0.952368316395349 -0.976029985174419 -0.976281068343023 -0.95950802872093 -0.948218822122093 -0.980930480232558
30 "STANDING" 0.277888517180157 -0.0166987804589034 -0.108314985147363 -0.986656396553525 -0.938933999451697 -0.947959731697128 0.938943380130548 -0.192805887855692 -0.0229572556777023 -0.98980704767624 -0.974907153681462 -0.961093613159269 0.0756685156631854 0.0108320425994648 -0.00271958300760052 -0.981409245587467 -0.964393153315927 -0.981286355248042 -0.027117447899765 -0.0663199198663185 0.0807400921749347 -0.945694551253264 -0.963649649295039 -0.95842365464752 -0.100097309239426 -0.0427093261618799 -0.0505022796282245 -0.966932219060052 -0.98143187464752 -0.978104594699739 -0.960312694281984 -0.95432263537859 -0.960312694281984 -0.95432263537859 -0.978260642637076 -0.972751848851175 -0.944951513315927 -0.929686001096606 -0.979477876292428 -0.974097145065274 -0.983766992375979 -0.946128380887728 -0.962567528302872 -0.988089549895561 -0.938619163472585 -0.944106860391645 -0.981398020182768 -0.964605898746736 -0.978205376762402 -0.983165707023499 -0.966861516553525 -0.983048604856397 -0.944562606240209 -0.967256881827676 -0.960232754255875 -0.947034713785901 -0.962007888877285 -0.961873244725849 -0.960556900966057 -0.957499688041775 -0.972068130861619 -0.972635913655353 -0.94841593845953 -0.93069860462141 -0.975638574986945
1 "WALKING" 0.276214881354467 -0.0183593904472622 -0.109132397195965 -0.30633725759683 0.000123126314985591 -0.205550251924467 0.928005804726225 -0.206788724371758 -0.109045372843746 -0.978251181095101 -0.968628869567723 -0.950182202334294 0.076457808453804 0.0172347985789625 -0.000353069634293949 -0.258367599863977 -0.0785117572261671 -0.45219954817487 -0.0378598944353314 -0.067844793855245 0.0803112522267147 -0.510390444092219 -0.226426546600144 -0.338737612202882 -0.0874987095013545 -0.0470635415670317 -0.0542832372322767 -0.341644551 -0.407533410628242 -0.435413407192507 -0.144364715446617 -0.303342296795389 -0.144364715446617 -0.303342296795389 -0.223635886372046 -0.192331450792046 -0.249143948974063 -0.311581283448703 -0.395471098530259 -0.419346748812392 -0.279322354607205 -0.018979464324611 -0.28715063952219 -0.319029035313256 -0.0546477392363977 -0.225698403134006 -0.300165586389654 -0.150391355634988 -0.418914161614697 -0.282113852021614 -0.0632022934148127 -0.48441962714928 -0.368393728544669 -0.268230719555331 -0.297034337756196 -0.556951170489913 -0.211377711750317 -0.415759585048991 -0.244831761729395 -0.448192904553314 -0.181116541503055 -0.212896652640807 -0.326446320759942 -0.424156225988473 -0.427891507342939
